EMPIRE_BM_TECH_1,帝国テクノロジーレベル 1 で入手可能な闇市場アイテムです。
TEXT_SFX_SVP_MOVE_5,移動命令を確認。
TEXT_SFX_SVP_MOVE_6,現在、 隊形を変更中。
TEXT_SFX_SVP_MOVE_7,すぐに
TEXT_SFX_SVP_MOVE_8,出撃する
TEXT_SFX_SVP_MOVE_9,出撃する
TEXT_SFX_SVP_NEBULA_1,視覚スキャンを開始 - この星雲が我々のスキャナーを遮っている
TEXT_SFX_SVP_PATROL_1,ターゲットをスキャン中
TEXT_SFX_SVP_PATROL_2,哨戒経路を設定
TEXT_SFX_SVP_PATROL_3,敵をスキャン中
TEXT_SFX_SVP_PATROL_4,視覚スキャンを開始せよ
TEXT_SFX_SVP_PATROL_5,スイープを開始
TEXT_SFX_SVP_PATROL_6,哨戒経路を確認
TEXT_SFX_SVP_SEE_HERO_15,あれは敵艦隊の中のスローン船だ!
TEXT_SFX_SVP_SEE_HERO_16,エグゼキューターに対抗するには、 あらゆる助けが必要だ!
TEXT_SFX_SVP_SELECT_1,スター・バイパー飛行隊、 報告する。
TEXT_SFX_SVP_SELECT_10,もう一度言ってくれ。
TEXT_SFX_SVP_SELECT_11,了解した
TEXT_SFX_SVP_SELECT_12,報告する
TEXT_SFX_SVP_SELECT_13,はい、 閣下
TEXT_SFX_SVP_SELECT_14,はい、 こちらです。 何だ?
TEXT_SFX_SVP_SELECT_15,かかってこい!
TEXT_SFX_SVP_SELECT_2,待機位置にいる。
TEXT_SFX_SVP_SELECT_3,武器装填完了
TEXT_SFX_SVP_SELECT_4,戦闘準備完了
TEXT_SFX_SVP_SELECT_5,通信を繰り返せ
TEXT_SFX_SVP_SELECT_6,準備完了
TEXT_SFX_SVP_SELECT_7,命令を
TEXT_SFX_SVP_SELECT_8,通信が乱れている、 繰り返せ、 以上
TEXT_SFX_SVP_SELECT_9,何をしろと言う?
TEXT_SFX_SWP_ASSIST_1,援護命令は了解
TEXT_SFX_SWP_ASSIST_2,援護射撃の準備完了
TEXT_SFX_SWP_ASSIST_3,援護可能だ
TEXT_SFX_SWP_ATTACK_1,撃て!
TEXT_SFX_SWP_ATTACK_10,ターゲットを攻撃せよ
TEXT_SFX_SWP_ATTACK_11,ターゲットを攻撃
TEXT_SFX_SWP_ATTACK_12,各自砲撃せよ
TEXT_SFX_SWP_ATTACK_13,攻撃中
TEXT_SFX_SWP_ATTACK_14,ターゲット設定中
TEXT_SFX_SWP_ATTACK_15,砲撃
TEXT_SFX_SWP_ATTACK_2,ターゲット確保
TEXT_SFX_SWP_ATTACK_3,攻撃進行中
TEXT_SFX_SWP_ATTACK_4,敵を視界に確認
TEXT_SFX_SWP_ATTACK_5,敵だ。
TEXT_SFX_SWP_ATTACK_6,徹底的に攻撃しろ!
TEXT_SFX_SWP_ATTACK_7,攻撃せよ!
TEXT_SFX_SWP_ATTACK_8,攻撃態勢についた
TEXT_SFX_SWP_ATTACK_9,砲撃開始!
TEXT_SFX_SWP_GUARD_1,エリアを維持する
TEXT_SFX_SWP_GUARD_2,護衛中
TEXT_SFX_SWP_MOVE_1,移動中
TEXT_SFX_SWP_MOVE_10,分散せよ
TEXT_SFX_SWP_MOVE_11,進行するぞ
TEXT_SFX_SWP_MOVE_12,さぁ行こう
TEXT_SFX_SWP_MOVE_13,そのまま進め
TEXT_SFX_SWP_MOVE_14,こっちだ
TEXT_SFX_SWP_MOVE_15,そこだ
TEXT_SFX_SWP_MOVE_2,進路設定
TEXT_SFX_SWP_MOVE_3,進路を変更
TEXT_SFX_SWP_MOVE_4,前進
TEXT_SFX_SWP_MOVE_5,座標へ向かう
TEXT_SFX_SWP_MOVE_6,敵と交戦中
TEXT_SFX_SWP_MOVE_7,すぐに
TEXT_SFX_SWP_MOVE_8,進行
TEXT_SFX_SWP_MOVE_9,向かっている
TEXT_SFX_SWP_SELECT_1,スワンプ・スピーダー、 準備完了
TEXT_SFX_SWP_SELECT_10,了解
TEXT_SFX_SWP_SELECT_11,了解
TEXT_SFX_SWP_SELECT_12,報告します
TEXT_SFX_SWP_SELECT_13,はい
TEXT_SFX_SWP_SELECT_14,はい、 司令官
TEXT_SFX_SWP_SELECT_15,準備完了
TEXT_SFX_SWP_SELECT_2,スワンプ・スピーダー、 報告します
TEXT_SFX_SWP_SELECT_3,はい、 司令官
TEXT_SFX_SWP_SELECT_4,指令をどうぞ
TEXT_SFX_SWP_SELECT_5,命令を待ちます
TEXT_SFX_SWP_SELECT_6,いつでも準備 OK です
TEXT_SFX_SWP_SELECT_7,了解
TEXT_SFX_SWP_SELECT_8,隊形を整えよ
TEXT_SFX_SWP_SELECT_9,命令を待ちます
TEXT_SFX_T2B_ASSIST_1,援護攻撃の準備完了
TEXT_SFX_T2B_ASSIST_2,援護するぞ
TEXT_SFX_T2B_ASSIST_3,援護する
TEXT_SFX_T2B_ASSIST_4,援護準備完了
TEXT_SFX_T2B_ASSIST_5,カバーする
TEXT_SFX_T2B_ASSIST_6,ここを援護しろ
TEXT_SFX_T2B_ATTACK_1,奴を確認
TEXT_SFX_T2B_ATTACK_10,ターゲットを攻撃せよ
TEXT_SFX_T2B_ATTACK_11,ターゲットを攻撃
TEXT_SFX_T2B_ATTACK_12,各自砲撃せよ
TEXT_SFX_T2B_ATTACK_13,攻撃中
TEXT_SFX_T2B_ATTACK_14,ターゲット設定中
TEXT_SFX_T2B_ATTACK_15,砲撃
TEXT_SFX_T2B_ATTACK_2,キャノン装填完了
TEXT_SFX_T2B_ATTACK_3,兵器準備完了
TEXT_SFX_T2B_ATTACK_4,敵を狙う
TEXT_SFX_T2B_ATTACK_5,ターゲットは射程圏内
TEXT_SFX_T2B_ATTACK_6,メイン・キャノン装填完了
TEXT_SFX_T2B_ATTACK_7,攻撃せよ!
TEXT_SFX_T2B_ATTACK_8,撃て!
TEXT_SFX_T2B_ATTACK_9,砲撃開始!
TEXT_SFX_T2B_GUARD_1,了解
TEXT_SFX_T2B_GUARD_2,命令受信
TEXT_SFX_T2B_GUARD_3,命令を受信
TEXT_SFX_T2B_GUARD_4,命令を了解
TEXT_SFX_T2B_MOVE_1,了解です
TEXT_SFX_T2B_MOVE_10,部隊を分散せよ
TEXT_SFX_T2B_MOVE_11,進行するぞ
TEXT_SFX_T2B_MOVE_12,さぁ行こう
TEXT_SFX_T2B_MOVE_13,そのまま進め
TEXT_SFX_T2B_MOVE_14,こっちだ
TEXT_SFX_T2B_MOVE_15,そこだ
TEXT_SFX_T2B_MOVE_2,進路発見
TEXT_SFX_T2B_MOVE_3,ナビコンピューターを修正中
TEXT_SFX_T2B_MOVE_4,前進
TEXT_SFX_T2B_MOVE_5,前進!
TEXT_SFX_T2B_MOVE_6,進め!
TEXT_SFX_T2B_MOVE_7,ただちに
TEXT_SFX_T2B_MOVE_8,進行
TEXT_SFX_T2B_MOVE_9,向かっている
TEXT_SFX_T2B_SELECT_1,T2-B どうぞ
TEXT_SFX_T2B_SELECT_10,了解
TEXT_SFX_T2B_SELECT_11,了解
TEXT_SFX_T2B_SELECT_12,報告します
TEXT_SFX_T2B_SELECT_13,はい
TEXT_SFX_T2B_SELECT_14,はい、 司令官
TEXT_SFX_T2B_SELECT_15,準備完了
TEXT_SFX_T2B_SELECT_2,T2-B 了解
TEXT_SFX_T2B_SELECT_3,了解
TEXT_SFX_T2B_SELECT_4,アーマー、 スタンバイ
TEXT_SFX_T2B_SELECT_5,アーマー、 準備完了
TEXT_SFX_T2B_SELECT_6,行けます
TEXT_SFX_T2B_SELECT_7,了解
TEXT_SFX_T2B_SELECT_8,隊形を整えよ
TEXT_SFX_T2B_SELECT_9,命令を待ちます
TEXT_SFX_T4B_ASSIST_1,抑制攻撃
TEXT_SFX_T4B_ASSIST_2,援護するぞ
TEXT_SFX_T4B_ASSIST_3,攻撃を援護する
TEXT_SFX_T4B_ASSIST_4,攻撃抑制中
TEXT_SFX_T4B_ASSIST_5,援護射撃だ
TEXT_SFX_T4B_ASSIST_6,援護するぞ
TEXT_SFX_T4B_ATAT_1,AT-AT がもうすぐライバルに出会うぜ!
TEXT_SFX_T4B_ATAT_2,AT-AT を破壊するぞ!
TEXT_SFX_T4B_ATTACK_1,戦場へ突入
TEXT_SFX_T4B_ATTACK_10,ターゲットを攻撃せよ
TEXT_SFX_T4B_ATTACK_11,ターゲットを攻撃
TEXT_SFX_T4B_ATTACK_12,各自砲撃せよ
TEXT_SFX_T4B_ATTACK_13,攻撃中
TEXT_SFX_T4B_ATTACK_14,ターゲット設定中
TEXT_SFX_T4B_ATTACK_15,砲撃
TEXT_SFX_T4B_ATTACK_2,ターゲットと交戦中
TEXT_SFX_T4B_ATTACK_3,先陣攻撃
TEXT_SFX_T4B_ATTACK_4,攻撃開始
TEXT_SFX_T4B_ATTACK_5,攻撃準備完了
TEXT_SFX_T4B_ATTACK_6,ターゲットをロック
TEXT_SFX_T4B_ATTACK_7,攻撃せよ!
TEXT_SFX_T4B_ATTACK_8,撃て!
TEXT_SFX_T4B_ATTACK_9,砲撃開始!
TEXT_SFX_T4B_GUARD_1,はい
TEXT_SFX_T4B_GUARD_2,了解
TEXT_SFX_T4B_GUARD_3,分かった
TEXT_SFX_T4B_GUARD_4,ただちに
TEXT_SFX_T4B_MOVE_1,T4-B、 可動状態
TEXT_SFX_T4B_MOVE_10,部隊を分散せよ
TEXT_SFX_T4B_MOVE_11,進行するぞ
TEXT_SFX_T4B_MOVE_12,さぁ行こう
TEXT_SFX_T4B_MOVE_13,そのまま進め
TEXT_SFX_T4B_MOVE_14,こっちだ
TEXT_SFX_T4B_MOVE_15,そこだ
TEXT_SFX_T4B_MOVE_2,配置につく
TEXT_SFX_T4B_MOVE_3,すぐに
TEXT_SFX_T4B_MOVE_4,進行中
TEXT_SFX_T4B_MOVE_5,もうすぐだ
TEXT_SFX_T4B_MOVE_6,向かっている
TEXT_SFX_T4B_MOVE_7,ただちに
TEXT_SFX_T4B_MOVE_8,進行
TEXT_SFX_T4B_MOVE_9,向かっている
TEXT_SFX_T4B_SAND_1,この砂のせいで進みにくい
TEXT_SFX_T4B_SELECT_1,全兵器装弾
TEXT_SFX_T4B_SELECT_10,了解しました
TEXT_SFX_T4B_SELECT_11,了解
TEXT_SFX_T4B_SELECT_12,報告します
TEXT_SFX_T4B_SELECT_13,はい
TEXT_SFX_T4B_SELECT_14,はい、 司令官
TEXT_SFX_T4B_SELECT_15,準備完了
TEXT_SFX_T4B_SELECT_2,T4-B、 準備完了
TEXT_SFX_T4B_SELECT_3,ターゲットをくれ
TEXT_SFX_T4B_SELECT_4,タンク大隊到着
TEXT_SFX_T4B_SELECT_5,了解
TEXT_SFX_T4B_SELECT_6,ご命令は?
TEXT_SFX_T4B_SELECT_7,了解
TEXT_SFX_T4B_SELECT_8,隊形を整えよ
TEXT_SFX_T4B_SELECT_9,命令を待ちます
TEXT_SFX_T4B_SNOW_1,雪と氷で早く進むことができません
TEXT_SFX_T4B_SWAMP_1,この泥の中では自由に行かない
TEXT_SFX_TAN_ANNOUNCE_1,面白い技術だ。 同盟軍のマークがあればよりよく見えるだろうな。
TEXT_SFX_TAN_ATTACK_1,秘密工作と策略
TEXT_SFX_TAN_ATTACK_2,やってみる
TEXT_SFX_TAN_ATTACK_3,了解
TEXT_SFX_TAN_ATTACK_4,奴らを足止めする。
TEXT_SFX_TAN_DEPLOY_02_1,はるかにマシな将軍だ。 ずっと役に立つ
TEXT_SFX_TAN_DEPLOY_02_2,ようやく動きがあったな
TEXT_SFX_TAN_DEPLOY_02_3,我々が一緒にやれば、 同盟軍の利益になる。
TEXT_SFX_TAN_DEPLOY_02_4,お前は俺を助け、 俺はお前に礼をやる。 フェアだろ?
TEXT_SFX_TAN_DEPLOY_1,奴らが知っていることは、 じきにお前も知ることになる。
TEXT_SFX_TAN_DEPLOY_2,帝国軍研究所から艦隊へ
TEXT_SFX_TAN_DEPLOY_3,帝国はこれを逃しはしないだろう
TEXT_SFX_TAN_DEPLOY_4,もはや我々のものだ
TEXT_SFX_TAN_GUARD_1,ではここに残ろう。
TEXT_SFX_TAN_MOVE_1,了解。
TEXT_SFX_TAN_MOVE_2,仰せのままに
TEXT_SFX_TAN_MOVE_3,移動中。
TEXT_SFX_TAN_MOVE_4,命令を了解
TEXT_SFX_TAN_PLANET_SELECT_1,いつでも行けます
TEXT_SFX_TAN_PLANET_SELECT_2,どこに行けばいい?
TEXT_SFX_TAN_PLANET_SELECT_3,命令を待ちます
TEXT_SFX_TAN_RESPAWN_1,いつでも行けるぜ
TEXT_SFX_TAN_RESPAWN_2,秘密工作と策略
TEXT_SFX_TAN_RESPAWN_3,面白い技術だ。 同盟軍のマークがあればよりよく見えるだろうな。
TEXT_SFX_TAN_SASS_1,ただここに座っていれば、 お前の力になれると思っているのか?
TEXT_SFX_TAN_SASS_2,スパイ行為をするには、 実際に敵の惑星に行かなくてはならない。
TEXT_SFX_TAN_SASS_3,悪いが、 この惑星では帝国軍のコンピューターは見つからなかった
TEXT_SFX_TAN_SASS_4,無視されるのは嬉しくないね・・・　
TEXT_SFX_TAN_SASS_5,ここにいますよ、 司令官。 お忘れでしたか?
TEXT_SFX_TAN_SASS_6,そちらが構わなければ、 力を貸すことはできます。
TEXT_SFX_TAN_SELECT_1,指示を待ちます
TEXT_SFX_TAN_SELECT_2,司令官?
TEXT_SFX_TAN_SELECT_3,準備完了
TEXT_SFX_TAN_SELECT_4,どうすればいい?
TEXT_SFX_TAR_PLANET_SELECT_1,心配するな、 惑星は答えてくれる
TEXT_SFX_TAR_PLANET_SELECT_2,私がいる限り、 反乱軍の主義は通用しない
TEXT_SFX_TAR_PLANET_SELECT_3,私のおかげで、 ここの効率が最大限まで高められることになるのだ。
TEXT_SFX_TAR_RESPAWN_1,さて・・・　　私はどこにいたんだ?
TEXT_SFX_TAR_RESPAWN_2,続けろ、 戻ったところだ
TEXT_SFX_TAR_RESPAWN_3,私が戻ったからには、 簡単にけりが付くさ
TEXT_SFX_TAR_RETREAT_1,退却だと? 　勝利を目前にして? 　奴らを買いかぶり過ぎじゃないか?
TEXT_SFX_TBP_ASTEROIDS_1,小惑星群だ! 　回避しろ!
TEXT_SFX_TBP_ASTEROIDS_2,小惑星群だ!
TEXT_SFX_TBP_ATTACK_1,出動準備中です
TEXT_SFX_TBP_ATTACK_10,ターゲットを攻撃せよ
TEXT_SFX_TBP_ATTACK_11,ターゲットを攻撃
TEXT_SFX_TBP_ATTACK_12,各自砲撃せよ
TEXT_SFX_TBP_ATTACK_13,攻撃中
TEXT_SFX_TBP_ATTACK_14,ターゲット設定中
TEXT_SFX_TBP_ATTACK_15,砲撃
TEXT_SFX_TBP_ATTACK_2,爆破だ
TEXT_SFX_TBP_ATTACK_3,爆弾投下
TEXT_SFX_TBP_ATTACK_4,ターゲットを視界に捉えた
TEXT_SFX_TBP_ATTACK_5,ボマー、 ターゲット設定中
TEXT_SFX_TBP_ATTACK_6,攻撃態勢に移動中
TEXT_SFX_TBP_ATTACK_7,攻撃せよ!
TEXT_SFX_TBP_ATTACK_8,撃て!
TEXT_SFX_TBP_ATTACK_9,砲撃開始!
TEXT_SFX_TBP_BOMBING_RUN_1,攻撃を開始せよ
TEXT_SFX_TBP_BOMBING_RUN_2,爆撃航程を開始
TEXT_SFX_TBP_BOMBING_RUN_3,爆撃を開始しろ
TEXT_SFX_TBP_BOMBING_RUN_4,攻撃開始
TEXT_SFX_TBP_DEATH_1,あああ!
TEXT_SFX_TBP_DEATH_10,奴らは俺に付いてきてる・・・　
TEXT_SFX_TBP_DEATH_11,そいつらを始末してくれ!
TEXT_SFX_TBP_DEATH_12,反乱軍・・・　　うがぁぁ!
TEXT_SFX_TBP_DEATH_2,うぁぁ!
TEXT_SFX_TBP_DEATH_3,あぁ!
TEXT_SFX_TBP_DEATH_4,私は・・・　!
TEXT_SFX_TBP_DEATH_5,やったぞ・・・　　あぁぁ!
TEXT_SFX_TBP_DEATH_6,( 死の叫び )
TEXT_SFX_TBP_DEATH_7,うぁぁぁ!
TEXT_SFX_TBP_DEATH_8,うわああ
TEXT_SFX_TBP_DEATH_9,ぐぅぅぅ
TEXT_SFX_TBP_GUARD_1,場所を護衛中
TEXT_SFX_TBP_GUARD_2,場所を防御中
TEXT_SFX_TBP_GUARD_3,護衛到着
TEXT_SFX_TBP_GUARD_4,ここを守れ
TEXT_SFX_TBP_HP_BAY_1,ターゲットをロック。 発射ベイに攻撃開始
TEXT_SFX_TBP_HP_BAY_2,発射ベイを破壊
TEXT_SFX_TBP_HP_BAY_3,発射ベイへ爆撃航程
TEXT_SFX_TBP_HP_BAY_4,発射ベイを撃て
TEXT_SFX_TBP_HP_ENGINES_1,エンジンを狙え!
TEXT_SFX_TBP_HP_ENGINES_2,主要エンジンを狙う!
TEXT_SFX_TBP_HP_ENGINES_3,エンジンを撃て
TEXT_SFX_TBP_HP_ENGINES_4,奴らの主要エンジンを爆撃しろ
TEXT_SFX_TBP_HP_ION_1,イオン・キャノン貯蔵庫を撃て
TEXT_SFX_TBP_HP_ION_2,イオン・キャノンを破壊しろ!
TEXT_SFX_TBP_HP_ION_3,イオン・キャノンを爆撃せよ
TEXT_SFX_TBP_HP_ION_4,イオン・キャノンを破壊しろ
TEXT_SFX_TBP_HP_LASER_1,レーザーを狙え!
TEXT_SFX_TBP_HP_LASER_2,レーザーバンクが主要ターゲットだ
TEXT_SFX_TBP_HP_LASER_3,レーザーを撃て!
TEXT_SFX_TBP_HP_LASER_4,レーザーを爆撃せよ!
TEXT_SFX_TBP_HP_MISSILE_1,ミサイルベイを破壊しろ
TEXT_SFX_TBP_HP_MISSILE_2,ミサイルベイに攻撃開始せよ
TEXT_SFX_TBP_HP_MISSILE_3,ミサイルベイを狙え
TEXT_SFX_TBP_HP_MISSILE_4,ミサイルベイへ爆撃航程
TEXT_SFX_TBP_HP_SHIELDS_1,奴らのシールドを破壊しろ!
TEXT_SFX_TBP_HP_SHIELDS_2,主要ターゲットはシールド・ジェネレーターだ!
TEXT_SFX_TBP_HP_SHIELDS_3,シールド・ジェネレーターを爆撃せよ
TEXT_SFX_TBP_HP_SHIELDS_4,シールド・ジェネレーターを撃て
TEXT_SFX_TBP_HP_TORP_1,了解、 魚雷ベイに攻撃開始せよ
TEXT_SFX_TBP_HP_TORP_2,魚雷ベイが我々の主要ターゲットだ
TEXT_SFX_TBP_HP_TORP_3,魚雷を破壊しろ
TEXT_SFX_TBP_HP_TORP_4,魚雷ベイを爆撃せよ!
TEXT_SFX_TBP_MOVE_1,エンジン始動
TEXT_SFX_TBP_MOVE_10,分散せよ
TEXT_SFX_TBP_MOVE_11,進行するぞ
TEXT_SFX_TBP_MOVE_12,さぁ行こう
TEXT_SFX_TBP_MOVE_13,そのまま進め
TEXT_SFX_TBP_MOVE_14,こっちだ
TEXT_SFX_TBP_MOVE_15,そこだ
TEXT_SFX_TBP_MOVE_2,命令を受信中
TEXT_SFX_TBP_MOVE_3,ボマー稼動
TEXT_SFX_TBP_MOVE_4,中隊、 前進
TEXT_SFX_TBP_MOVE_5,ボマー進行中
TEXT_SFX_TBP_MOVE_6,司令を受信
TEXT_SFX_TBP_MOVE_7,すぐに
TEXT_SFX_TBP_MOVE_8,進行
TEXT_SFX_TBP_MOVE_9,向かっている
TEXT_SFX_TBP_NEBULA_1,この星雲のせいで魚雷誘導が困難になるだろう
TEXT_SFX_TBP_NEBULA_2,小惑星が、 我々の攻撃に影響を与えるでしょう
TEXT_SFX_TBP_SELECT_1,ボマー、 スタンバイ
TEXT_SFX_TBP_SELECT_10,了解
TEXT_SFX_TBP_SELECT_11,了解
TEXT_SFX_TBP_SELECT_12,報告します
TEXT_SFX_TBP_SELECT_13,はい
TEXT_SFX_TBP_SELECT_14,はい、 司令官
TEXT_SFX_TBP_SELECT_15,準備完了
TEXT_SFX_TBP_SELECT_2,ボマー中隊、 報告します
TEXT_SFX_TBP_SELECT_3,命令をどうぞ
TEXT_SFX_TBP_SELECT_4,ボマー、 準備完了
TEXT_SFX_TBP_SELECT_5,命令受信の準備完了
TEXT_SFX_TBP_SELECT_6,コムリンク稼動
TEXT_SFX_TBP_SELECT_7,了解
TEXT_SFX_TBP_SELECT_8,隊形を整えよ
TEXT_SFX_TBP_SELECT_9,命令を待ちます
TEXT_SFX_TDP_ASTEROIDS_1,前方の小惑星地帯だ! 回避行動をとれ!
TEXT_SFX_TDP_ASTEROIDS_2,小惑星だ!
TEXT_SFX_TDP_ATTACK_1,攻撃の準備を
TEXT_SFX_TDP_ATTACK_10,あの目標を攻撃せよ
TEXT_SFX_TDP_ATTACK_11,ターゲット攻撃中
TEXT_SFX_TDP_ATTACK_12,自由射撃
TEXT_SFX_TDP_ATTACK_13,攻撃中
TEXT_SFX_TDP_ATTACK_14,照準中
TEXT_SFX_TDP_ATTACK_15,射撃中
TEXT_SFX_TDP_ATTACK_2,爆弾投下
TEXT_SFX_TDP_ATTACK_3,爆弾を展開
TEXT_SFX_TDP_ATTACK_4,目標を視認した
TEXT_SFX_TDP_ATTACK_5,爆撃機が照準中
TEXT_SFX_TDP_ATTACK_6,攻撃位置へ向かう
TEXT_SFX_TDP_ATTACK_7,攻撃!
TEXT_SFX_TDP_ATTACK_8,射撃!
TEXT_SFX_TDP_ATTACK_9,全開射撃!
TEXT_SFX_TDP_BARRAGE_1,全電力を武器へ
TEXT_SFX_TDP_BARRAGE_2,最大火力で交戦せよ
TEXT_SFX_TDP_BOMBING_RUN_1,攻撃を開始せよ
TEXT_SFX_TDP_BOMBING_RUN_2,爆撃を開始する
TEXT_SFX_TDP_BOMBING_RUN_3,爆撃を開始せよ
TEXT_SFX_TDP_BOMBING_RUN_4,攻撃を開始せよ
TEXT_SFX_TDP_GUARD_1,位置を護衛中
TEXT_SFX_TDP_GUARD_2,位置を防御中
TEXT_SFX_TDP_GUARD_3,ここを護衛せよ
TEXT_SFX_TDP_GUARD_4,ここを防御せよ
TEXT_SFX_TDP_HP_BAY_1,照準固定、 発射ベイへの攻撃を開始
TEXT_SFX_TDP_HP_BAY_2,発射ベイを破壊中
TEXT_SFX_TDP_HP_BAY_3,発射ベイへの爆撃
TEXT_SFX_TDP_HP_BAY_4,奴らの発射ベイを叩け
TEXT_SFX_TDP_HP_ENGINES_1,エンジンを狙え!
TEXT_SFX_TDP_HP_ENGINES_2,主エンジンを照準中!
TEXT_SFX_TDP_HP_ENGINES_3,奴らのエンジンを叩け
TEXT_SFX_TDP_HP_ENGINES_4,奴らの主エンジンを爆撃せよ
TEXT_SFX_TDP_HP_ION_1,イオンキャノン群を叩け
TEXT_SFX_TDP_HP_ION_2,イオンキャノンを破壊せよ!
TEXT_SFX_TDP_HP_ION_3,イオンキャノンを爆撃せよ
TEXT_SFX_TDP_HP_ION_4,イオンキャノンを無力化せよ
TEXT_SFX_TDP_HP_LASER_1,レーザーを狙え!
TEXT_SFX_TDP_HP_LASER_2,あのレーザー群が最優先目標だ
TEXT_SFX_TDP_HP_LASER_3,レーザーを叩け!
TEXT_SFX_TDP_HP_LASER_4,あのレーザーを爆撃せよ!
TEXT_SFX_TDP_HP_MISSILE_1,ミサイルベイを破壊せよ!
TEXT_SFX_TDP_HP_MISSILE_2,ミサイルベイへの攻撃を開始
TEXT_SFX_TDP_HP_MISSILE_3,ミサイルベイを照準せよ
TEXT_SFX_TDP_HP_MISSILE_4,ミサイルベイへの爆撃
TEXT_SFX_TDP_HP_SHIELDS_1,奴らのシールドを落とせ!
TEXT_SFX_TDP_HP_SHIELDS_2,最優先目標はシールドジェネレーターだ!
TEXT_SFX_TDP_HP_SHIELDS_3,奴らのシールドジェネレーターを爆撃せよ
TEXT_SFX_TDP_HP_SHIELDS_4,奴らのシールドジェネレーターを叩け
TEXT_SFX_TDP_HP_TORP_1,了解、 トーペドベイへの攻撃を開始せよ
TEXT_SFX_TDP_HP_TORP_2,トーペドベイが最優先目標だ
TEXT_SFX_TDP_HP_TORP_3,あのトーペドを破壊しろ
TEXT_SFX_TDP_HP_TORP_4,トーペドベイを爆撃せよ!
TEXT_SFX_TDP_ION_CANNON_1,イオンキャノンに切り替え
TEXT_SFX_TDP_ION_CANNON_2,イオンキャノンを展開
TEXT_SFX_TDP_MOVE_1,エンジン起動
TEXT_SFX_TDP_MOVE_10,隊列から離脱
TEXT_SFX_TDP_MOVE_11,あのエリアへ向かえ
TEXT_SFX_TDP_MOVE_12,座標を受信
TEXT_SFX_TDP_MOVE_13,通信確認
TEXT_SFX_TDP_MOVE_14,直ちに行動する
TEXT_SFX_TDP_MOVE_15,その方向に進む
TEXT_SFX_TDP_MOVE_2,命令を受信中
TEXT_SFX_TDP_MOVE_3,稼働中
TEXT_SFX_TDP_MOVE_4,飛行隊、 出撃する
TEXT_SFX_TDP_MOVE_5,進軍中
TEXT_SFX_TDP_MOVE_6,受信した
TEXT_SFX_TDP_MOVE_7,直ちに
TEXT_SFX_TDP_MOVE_8,出撃する
TEXT_SFX_TDP_MOVE_9,出撃する
TEXT_SFX_TDP_NEBULA_1,この星雲は我々のトーペド誘導に支障をきたすだろう。
TEXT_SFX_TDP_NEBULA_2,星雲が我々の照準に影響を与える
TEXT_SFX_TDP_SELECT_1,TIE ディフェンダー、 待機中
TEXT_SFX_TDP_SELECT_10,了解
TEXT_SFX_TDP_SELECT_11,了解
TEXT_SFX_TDP_SELECT_12,報告する
TEXT_SFX_TDP_SELECT_13,はい、 閣下
TEXT_SFX_TDP_SELECT_14,はい、 指揮官
TEXT_SFX_TDP_SELECT_15,準備完了
TEXT_SFX_TDP_SELECT_2,ディフェンダー飛行隊、 報告する
TEXT_SFX_TDP_SELECT_3,命令待ち
TEXT_SFX_TDP_SELECT_4,ディフェンダー、 準備完了
TEXT_SFX_TDP_SELECT_5,命令受領準備完了
TEXT_SFX_TDP_SELECT_6,コムリンク起動
TEXT_SFX_TDP_SELECT_7,了解
TEXT_SFX_TDP_SELECT_8,隊列を組め
TEXT_SFX_TDP_SELECT_9,命令を待機中
TEXT_SFX_TEST_EVENT,テスト SFX イベントへようこそ
TEXT_SFX_TF1_CHATTER_1,反乱軍を発見。
TEXT_SFX_TF1_CHATTER_2,攻撃隊形!
TEXT_SFX_TF1_CHATTER_3,このセクターの反乱軍船に気をつけろ
TEXT_SFX_TF1_CHATTER_4,いたぞ!
TEXT_SFX_TF1_CHATTER_5,反乱軍を狙う
TEXT_SFX_TF1_CHATTER_6,奴らを確認した
TEXT_SFX_TF1_CHATTER_7,敵を発見
TEXT_SFX_TF1_CHATTER_8,命令を待ちます。
TEXT_SFX_TF1_CHATTER_9,ターゲットをロック。
TEXT_SFX_TF2_CHATTER_1,隊形を崩すな
TEXT_SFX_TF2_CHATTER_2,敗残兵を逃すな
TEXT_SFX_TF2_CHATTER_3,次の攻撃に向けて再編成
TEXT_SFX_TF2_CHATTER_4,いたぞ!
TEXT_SFX_TF2_CHATTER_5,すぐに来るぞ
TEXT_SFX_TF2_CHATTER_6,次の攻撃時に戻ってくる
TEXT_SFX_TF2_CHATTER_7,ナイスショットだ
TEXT_SFX_TF2_CHATTER_8,敵機がもっと来るぞ
TEXT_SFX_TF2_CHATTER_9,一機やったぞ
TEXT_SFX_TF3_CHATTER_1,奴らをスコープに捉えた
TEXT_SFX_TF3_CHATTER_2,攻撃されています
TEXT_SFX_TF3_CHATTER_3,司令官、 奴らに攻撃を受けています
TEXT_SFX_TF3_CHATTER_4,ロックする
TEXT_SFX_TF3_CHATTER_5,いいから指示をくれ
TEXT_SFX_TF3_CHATTER_6,反乱軍を追跡中
TEXT_SFX_TF3_CHATTER_7,反乱軍のゴミ共が
TEXT_SFX_TF3_CHATTER_8,センサーが複数のターゲットを読み込んでいる
TEXT_SFX_TF3_CHATTER_9,妨害中
TEXT_SFX_TF4_CHATTER_1,奴らを追跡します
